               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.017163,           0.0059274,                   0,             0.93533,             0.90426,             0.91744,              0.5258,            0.035888,           0.0055235,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.016398,           0.0055065,                   0,             0.94429,             0.90158,             0.91808,             0.52475,            0.035565,           0.0055161,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.016834,           0.0058417,                   0,             0.94197,             0.90426,             0.91885,             0.53751,             0.03571,           0.0055317,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.017254,           0.0058956,                   0,             0.94234,             0.90426,             0.92023,              0.5348,            0.035672,           0.0055491,                   0,            0.001783,            0.001783,            0.001783
                 168,               0.017,            0.005782,                   0,             0.95497,             0.91225,             0.92849,             0.55097,            0.035613,            0.005574,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.017194,           0.0054396,                   0,             0.94344,             0.91398,             0.93111,             0.54741,            0.035296,           0.0055756,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.016551,           0.0054373,                   0,             0.95441,             0.90046,             0.93062,             0.54707,            0.035273,           0.0056084,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017104,           0.0051662,                   0,             0.93388,             0.91125,             0.92959,             0.54468,            0.035207,           0.0055663,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.016452,           0.0056683,                   0,             0.95453,             0.90283,             0.92128,             0.54763,             0.03511,           0.0055744,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.017229,           0.0058936,                   0,             0.94427,             0.91094,              0.9282,             0.54442,            0.035018,           0.0055366,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.016663,           0.0051862,                   0,             0.95423,             0.90323,             0.92144,             0.54451,            0.035131,           0.0055512,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.015908,           0.0053289,                   0,              0.9621,             0.90323,             0.92589,             0.55099,             0.03453,           0.0055195,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.016535,           0.0053267,                   0,             0.96549,             0.90241,             0.92619,             0.54311,            0.034759,           0.0055122,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,             0.01632,           0.0057618,                   0,             0.95469,             0.90628,             0.91984,             0.55152,            0.034887,           0.0055038,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.016853,           0.0055604,                   0,             0.95519,             0.91398,             0.92166,             0.55337,            0.035009,           0.0055404,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.016762,           0.0056084,                   0,             0.94497,             0.91343,             0.91971,             0.55097,            0.034857,           0.0055539,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.015915,           0.0053527,                   0,             0.94499,             0.92353,             0.92195,             0.54735,            0.035087,           0.0055251,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.016414,           0.0057945,                   0,             0.94318,             0.91398,             0.92175,             0.54199,            0.035371,           0.0055627,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.015754,           0.0056042,                   0,             0.94498,             0.92335,             0.92197,             0.54598,            0.035257,           0.0055524,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.016112,           0.0053422,                   0,             0.94497,             0.92323,             0.92264,             0.54467,             0.03523,           0.0055721,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.016443,           0.0052629,                   0,             0.94497,             0.92331,             0.92172,             0.54119,            0.035334,           0.0056052,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,             0.01574,            0.005022,                   0,               0.945,             0.91386,             0.91295,             0.52837,            0.035476,           0.0056028,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.016018,           0.0054356,                   0,             0.95496,             0.90216,              0.9133,             0.52898,              0.0357,           0.0056224,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.015467,           0.0049482,                   0,             0.93073,             0.92473,             0.92131,             0.53228,            0.035928,           0.0056412,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.015423,           0.0052049,                   0,             0.95503,             0.90371,             0.91102,              0.5273,             0.03579,           0.0056738,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.016222,           0.0056264,                   0,             0.95338,             0.90426,             0.91236,             0.53965,              0.0354,           0.0056529,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.016325,           0.0051782,                   0,             0.95919,             0.90426,             0.91104,             0.53511,            0.035319,           0.0056295,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.015887,           0.0055184,                   0,             0.96314,             0.90426,             0.91148,             0.53857,            0.035345,           0.0056181,                   0,            0.000595,            0.000595,            0.000595
                 192,             0.01602,           0.0055837,                   0,             0.96364,             0.89362,             0.91196,             0.54036,            0.035145,           0.0055847,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.014861,           0.0054329,                   0,             0.96305,             0.89362,             0.91123,             0.53733,            0.035298,            0.005568,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.015606,            0.005559,                   0,             0.96047,             0.89362,             0.91151,             0.53645,            0.035384,           0.0055828,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.016293,           0.0058258,                   0,             0.95875,             0.89362,             0.91886,             0.53565,            0.035229,           0.0055815,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.015186,           0.0054271,                   0,             0.96149,             0.89362,             0.91951,             0.53335,            0.035233,           0.0055624,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,             0.01566,           0.0053922,                   0,             0.96335,             0.89362,             0.91979,             0.53204,            0.035105,           0.0055673,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.014938,           0.0054138,                   0,             0.96118,             0.89362,             0.91969,              0.5393,            0.035272,           0.0055779,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,             0.01629,           0.0054732,                   0,             0.96365,             0.89362,             0.91903,             0.54107,            0.035242,           0.0055976,                   0,            0.000199,            0.000199,            0.000199
